CUSTOMER_ID;CUSTOMER_DESCR;Country_Res_descr (4);Matched Region
45021391;Comune di Quinzano d'Oglio;Italy;Western Europe
45021392;Comune di Petriano;Italy;Western Europe
45022242;De Vries Robbe, Patricia;Belgium;Western Europe
45022451;Noble Concierge Sp. Z O.O.;Poland;Central and Eastern Europe
45022690;Confie Holding II Co.;United States;North America
45022690;Confie Seguros Holding II Company;United States;North America
45022775;Beazley Plc;United Kingdom;Western Europe
45022775;Beazley Plc;Ireland;Western Europe
45023122;OYF9510730;Turkey;Central and Eastern Europe
45023307;LU2765806;Luxembourg;Western Europe
45023493;Bagat Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
45023518;DBFM Scholen van Morgen NV;Belgium;Western Europe
45024280;Fiterman Distribution SRL;Romania;Central and Eastern Europe
45025383;Vemedia Pharma Srl;Italy;Western Europe
45025552;See Tickets GmbH;Germany;Western Europe
45025560;Technocom LLC;Ukraine;Central and Eastern Europe
45025583;CH Warszawa U SP ZOO;Poland;Central and Eastern Europe
45025682;Jane Street Financial Ltd;United Kingdom;Western Europe
45025948;OYF3853613;Turkey;Central and Eastern Europe
45025963;Gizem Iplik Sanayi Ve Ticaret Limited Sirketi;Turkey;Central and Eastern Europe
45025967;VAN GASTEL NV;Belgium;Western Europe
45025982;combi: Rijnbeek / Morena Garcia;Netherlands;Western Europe
45026016;Amundi Finance;France;Western Europe
45026093;RDO Construction Equipment Co.;United States;North America
45026100;RDO Agriculture Equipment Co;United States;North America
45026108;RDO Financial Services Co.;United States;North America
45026111;RDO Vermeer, LLC;United States;North America
45026217;OYF8558658;Turkey;Central and Eastern Europe
45026297;Industrial And Commercial Bank Of China Ltd, Abu Dhabi branch;United Arab Emirates;Asia
45026323;OYF8305582;Turkey;Central and Eastern Europe
45026361;Sopharma Trading Ad;Bulgaria;Central and Eastern Europe
45026395;Emirates NBD Bank PJSC, Singapore branch;Singapore;Asia
45026587;Metalint SA;Switzerland;Western Europe
45026660;Guggenheim Partners Investment Management LLC;United States;North America
45027085;L.E.H. Snijders-Bos;Netherlands;Western Europe
45027163;Rockspring HBOS FSPS Holdings (Holland) B.V.;Netherlands;Western Europe
45027686;Mts. Zuidema-Zwiers;Netherlands;Western Europe
45028282;Bushido Holding B.V.;Netherlands;Western Europe
45029089;BeFrank N.V.;Netherlands;Western Europe
45029108;THIS Office Amsterdam B.V.;Netherlands;Western Europe
45029205;Pelican Rouge B.V.;Netherlands;Western Europe
45030211;LU6954847;Luxembourg;Western Europe
45030223;OYF8603599;Turkey;Central and Eastern Europe
45030225;LU3097103;Luxembourg;Western Europe
45030252;LU5229752;Luxembourg;Western Europe
45030294;LU3641438;Luxembourg;Western Europe
45030458;Pomorskie Centrum Obslugi Rolnictwa Elewator Jablowo Spólka Z O.O.;Poland;Central and Eastern Europe
45030473;Sensilab Polska Spólka Z Ograniczona Odpowiedzialnoscia S.K.A.;Poland;Central and Eastern Europe
45030473;Sensilab Polska Spólka Z O O-Spólka Komandytowo-Akcyjna;Poland;Central and Eastern Europe
45030705;Birmingham Highways Limited;United Kingdom;Western Europe
45030857;Vestor Corporate Finance Sp. Z O.O.;Poland;Central and Eastern Europe
45031377;LU2298372;Luxembourg;Western Europe
45031643;Azelis Corporate Services NV;Belgium;Western Europe
45031661;Pantheon Ventures (UK) LLP;United Kingdom;Western Europe
45031793;China Construction Bank Corporation, Sydney branch;Australia;Australia
45031833;Keolis Mobilities B.V.;Netherlands;Western Europe
45039753;Flexential Corp.;United States;North America
45039820;Max Coal Pte Ltd;Singapore;Asia
45043374;V.C. Lucker;Netherlands;Western Europe
45043486;Louis Vuitton Luxembourg SARL;Luxembourg;Western Europe
45043520;Akzo Nobel Car Refinishes AG;Switzerland;Western Europe
45043536;Akzo Nobel Coatings AG;Switzerland;Western Europe
45043808;LU1881730;Luxembourg;Western Europe
45044370;Codexis Inc;United States;North America
45044399;Signal Iduna Asset Management GmbH;Germany;Western Europe
45044785;Shell International Trading Middle East Limited;Bermuda;North America
45044865;Allianz PNB Life Insurance, Inc.;Philippines;Asia
45045074;Mille Sapori Plus Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
45045260;Merida Polska SP ZOO;Poland;Central and Eastern Europe
45045530;Anderzorg N.V.;Netherlands;Western Europe
45045561;Menzis Zorgverzekeraar N.V.;Netherlands;Western Europe
45047917;Marsh Landing, LLC;United States;North America
45049616;Aspen France SAS;France;Western Europe
45055033;Poxel SAS;France;Western Europe
45057439;LU1387624;Luxembourg;Western Europe
45058018;Azelis S.A.;Luxembourg;Western Europe
45058089;Goldbeck GmbH;Germany;Western Europe
45058099;Azelis France SAS;France;Western Europe
45058192;LU2157063;Luxembourg;Western Europe
45058226;Aviva Investors FIO Subfundusz Aviva Investors Optymalnego Wzrostu;Poland;Central and Eastern Europe
45058283;Akka International SA;Belgium;Western Europe
45060940;LU3126288;Luxembourg;Western Europe
45061226;Sinopec Fuel Oil (Singapore) Pte. Ltd.;Singapore;Asia
45061228;Nine Masts Capital Limited;Hong Kong;Asia
45061330;Combi: MVG Steengoed BV / Mulleners Vastgoed B.V.;Netherlands;Western Europe
45061401;Griffin Topco SARL;Luxembourg;Western Europe
45061421;LU5236328;Luxembourg;Western Europe
45061598;Wytwórnia Parkietów Dabex Spólka Z Oo Spólka Komandytowa;Poland;Central and Eastern Europe
45061957;LU2917527;Luxembourg;Western Europe
45062251;Merkle Nederland CX B.V.;Netherlands;Western Europe
45063179;Zhongsheng Group Holdings Ltd;China;Asia
45065052;ONMH B.V.;Netherlands;Western Europe
45065908;Stadt Wermelskirchen;Germany;Western Europe
45066287;3s Data Center Spólka Akcyjna;Poland;Central and Eastern Europe
45066453;HELIOS SPÓLKA AKCYJNA;Poland;Central and Eastern Europe
45067917;Fsf Olej Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
45070265;HaskoningDHV Polska Spólka z ograniczona odpowiedzialnoscia;Poland;Central and Eastern Europe
45070265;DHV Hydroprojekt Sp. z o.o.;Poland;Central and Eastern Europe
45071523;Socar Trading Middle East Dmcc;United Arab Emirates;Asia
45071943;Aperam Stainless Services & Solutions Poland Sp. z o.o.;Poland;Central and Eastern Europe
45072901;Aquard Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
45072932;Re Alloys Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
45073044;Dialcom24 Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
45073927;Wirtualna Polska Holding S.A.;Poland;Central and Eastern Europe
45074057;Multistal & Lohmann Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
45074183;Stowarzyszenie Miejski Klub Sportowy Suples W Krapkowicach;Poland;Central and Eastern Europe
45075243;Marfashion BVBA;Belgium;Western Europe
45075885;ERIMA SOCIETA' A RESPONSABILITA' LIMITATA O IN FORMA ABBREVIATA ERIMA S.R.L.;Italy;Western Europe
45076971;EBI SA;France;Western Europe
45077008;CBOE Global Markets, Inc;United States;North America
45077164;LU3321592;Luxembourg;Western Europe
45077168;Vastgoed II B.V.;Netherlands;Western Europe
45077202;Topbrands Deutschland GmbH;Germany;Western Europe
45077687;Ecoparfait SA;Belgium;Western Europe
45077731;Allianz-Tiriac Pensii Private Societate de Administrare a Fondurilor de Pensii Private SA;Romania;Central and Eastern Europe
45077855;NN Subfundusz Multi Factor (L);Poland;Central and Eastern Europe
45078147;EIFFAGE DEVELOPMENT VLAANDEREN;Belgium;Western Europe
45081161;Vero Software BV;Netherlands;Western Europe
45082818;Massachusetts Department of Transportation (MA);United States;North America
45083366;Plasteam Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
45085715;New York City Transit Authority (NY);United States;North America
45086941;Rdz Energy Sia;Latvia;Central and Eastern Europe
45087238;LU1904604;Luxembourg;Western Europe
45087274;Carraig Mor S.A.R.L.;Luxembourg;Western Europe
45087334;Rönesans Holding A.S.;Turkey;Central and Eastern Europe
45087452;Colruyt Group Services NV;Belgium;Western Europe
45087683;EDF Gas Deutschland GmbH;Germany;Western Europe
45087915;Multi-Fish NV;Belgium;Western Europe
45087920;Amplidata NV;Belgium;Western Europe
45088222;LU3820068;Luxembourg;Western Europe
45088254;LU4113877;Luxembourg;Western Europe
45088328;R-Control Desinfections SA;Luxembourg;Western Europe
45111977;Banks Renewables (Kype Muir Wind Farm) Ltd;United Kingdom;Western Europe
45114034;EDF Energy Holdings Ltd;United Kingdom;Western Europe
45118121;Bank of Montreal (China) Co., Ltd;China;Asia
45118125;Akzo Nobel Adhesives AB;Sweden;Western Europe
45118134;Nouryon Surface Chemistry AB;Sweden;Western Europe
45118140;Azienda Sanitaria Provinciale di Reggio Calabria;Italy;Western Europe
45118241;Ultimo-Grutterij;Netherlands;Western Europe
45118573;FROMONT & PARTNERS;Belgium;Western Europe
45118573;Fromont & Partners NV;Belgium;Western Europe
45118885;LU1167687;Luxembourg;Western Europe
45118886;Les Jardins de Courbevoie SA;Belgium;Western Europe
45119001;Pannenkoekenrestaurant de Reeshof B.V.;Netherlands;Western Europe
45121395;EG (France) B.V.;Netherlands;Western Europe
45121501;Biogas Plus Holding B.V.;Netherlands;Western Europe
45121992;Metis Plastics B.V.;Netherlands;Western Europe
45124089;Renova S.A.;Argentina;Latin America
45124128;Agnaten SE;Luxembourg;Western Europe
45124393;Öz Akteks Tekstil Sanayi Ve Ticaret Ltd.Sti.;Turkey;Central and Eastern Europe
45124546;LU2536699;Luxembourg;Western Europe
45124612;Ocado Group PLC;United Kingdom;Western Europe
45124897;Superdry PLC;United Kingdom;Western Europe
45124968;FTLife Insurance Company Limited;Hong Kong;Asia
45125051;Comune di Castelnovo di Sotto;Italy;Western Europe
45125127;Aseng Production Company Ltd;Cayman Islands;Latin America
45125747;Repsol Sinopec Brasil S.A.;Brazil;Latin America
45125865;Widemex France SAS;France;Western Europe
45125881;Temenos Finance Luxembourg Sarl;Luxembourg;Western Europe
45125992;Opera FIO Subfundusz Opera Pecunia.pl;Poland;Central and Eastern Europe
45131848;Metropolitan Transportation Authority (NY);United States;North America
45133182;Comune di Caluso;Italy;Western Europe
45133218;LU4749684;Luxembourg;Western Europe
45133238;LU5418438;Luxembourg;Western Europe
45133315;Ring Building NV;Belgium;Western Europe
45133335;Polet Quality Products NV;Belgium;Western Europe
45133422;Comune di Casina;Italy;Western Europe
45133942;LU2772446;Luxembourg;Western Europe
45134092;Mint Tower Capital Management B.V.;Netherlands;Western Europe
45136930;C. Ayerdem;Netherlands;Western Europe
45138095;Telenet International Finance Sarl;Luxembourg;Western Europe
45138105;KMOTR - Masna Kromeríz a.s.;Czechia;Central and Eastern Europe
45138116;Krahulík-MASOZÁVOD Krahulcí, a.s.;Czechia;Central and Eastern Europe
45138122;Esco Saluzzo SRL;Italy;Western Europe
45138244;Comune di Borgo Ticino;Italy;Western Europe
45139123;Testa Tiziano;Italy;Western Europe
45139138;Bindi Maurizio;Italy;Western Europe
45139174;Di Troia Alessandro;Italy;Western Europe
45139777;Berti Mauro;Italy;Western Europe
45140046;Squarcini Franco;Italy;Western Europe
45140394;Circle Investment Support Services (Luxembourg) SA;Luxembourg;Western Europe
45140447;Credit Agricole SA, Rouen branch;France;Western Europe
45140517;Bergstede Vastgoed C.V.;Netherlands;Western Europe
45140531;Ettat Et Ürünleri Insaat Gida San. Ve Tic.A.S.;Turkey;Central and Eastern Europe
45140590;B2C Europe (Belgium) nv;Belgium;Western Europe
45140635;Morgan Stanley Institutional Liquidity Fund - Government Portfolio;United States;North America
45140637;Morgan Stanley Institutional Liquidity Fund - Treasury Portfolio;United States;North America
45140648;Morgan Stanley US Government Money Market Trust;United States;North America
45140772;OYF9546162;Turkey;Central and Eastern Europe
45141131;European Financial Stability Facility;Luxembourg;Western Europe
45141139;Picard Bondco SA;Luxembourg;Western Europe
45141171;Wingmann B.V.;Netherlands;Western Europe
45141183;LU2586416;Luxembourg;Western Europe
45141330;OYF8346767;Turkey;Central and Eastern Europe
45141437;Gates Global LLC;United States;North America
45141634;Millennium International Management LP;United States;North America
45141651;Millennium Fixed Income Ltd;Cayman Islands;Latin America
45141664;Comune di Boretto;Italy;Western Europe
45141729;Restomon Limited;Virgin Islands, British;Latin America
45141729;Restomon Limited;Ukraine;Central and Eastern Europe
45142172;LU1349643;Luxembourg;Western Europe
45142188;Fonds du Logement;Luxembourg;Western Europe
45142219;National Grid North America Inc;United States;North America
45142669;Mercedes-Benz Polska sp. z o.o.;Poland;Central and Eastern Europe
45142674;Netto sp. z o.o.;Poland;Central and Eastern Europe
45142693;Mahle Polska sp. z o.o.;Poland;Central and Eastern Europe
45142726;Kosmepol Sp. z o.o.;Poland;Central and Eastern Europe
45142736;Kirchhoff Polska sp. z o.o.;Poland;Central and Eastern Europe
45142754;Stock Polska sp. z o. o.;Poland;Central and Eastern Europe
45142777;Adient Poland Sp zoo;Poland;Central and Eastern Europe
45142779;Unia Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
45143178;Ferrofin SL;Spain;Western Europe
45143320;Zaklady Miesne Silesia Spólka Akcyjna;Poland;Central and Eastern Europe
45143385;Comune di Abbiategrasso;Italy;Western Europe
45143427;Richard in Kwadraat B.V.;Netherlands;Western Europe
45143745;Sky.XS Aircargo s.r.o.;Czechia;Central and Eastern Europe
45144958;WPC Jumb 17-19 B.V.;Netherlands;Western Europe
45147942;Zpow Agros Nova Sp. Z O.O. Sp.K.;Poland;Central and Eastern Europe
45148191;Asciano Finance Ltd;Australia;Australia
45148449;B&B SRL;Belgium;Western Europe
45148671;LU6627966;Luxembourg;Western Europe
45148677;Contitech Fluid Automotive Romania SRL;Romania;Central and Eastern Europe
45148707;Mundus Invest B.V.;Netherlands;Western Europe
45149072;Apex Fund Services (Malta) Ltd, Luxembourg branch;Luxembourg;Western Europe
45149183;Helgers Laurent;Belgium;Western Europe
45149259;Weatherford Bermuda Holdings Ltd;Bermuda;North America
45149268;TMS Technical-Mechanical-Services SA;Belgium;Western Europe
45149645;Mont Blanc for Cemex;United States;North America
45149869;Eg Services (Belgium Poperty) BVBA;Belgium;Western Europe
45150029;JPMorgan Global Emerging Markets Income Trust plc;United Kingdom;Western Europe
45151986;Apollo Global Management, Inc.;United States;North America
45152073;China CITIC Bank Corporation Limited, Changsha Branch;China;Asia
45152092;VICIS NEW INVESTMENTS SPÓLKA AKCYJNA;Poland;Central and Eastern Europe
45152240;Lannebo Smabolag;Sweden;Western Europe
45152243;Volvo Car Poland Sp. z o.o.;Poland;Central and Eastern Europe
45152253;East Capital Russian Fund;Sweden;Western Europe
45152270;DWS Invest BRIC;Luxembourg;Western Europe
45152341;Fujitsu Technology Solutions (Luxembourg) SA;Luxembourg;Western Europe
45152402;Piotrowice Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
45152414;Magma Mekatronik Makine Sanayi Ve Ticaret A.S.;Turkey;Central and Eastern Europe
45153074;Ardagh Packaging Finance PLC;Ireland;Western Europe
45153161;OYF8655609;Turkey;Central and Eastern Europe
45153171;Zhejiang Geely Holding Group Co Ltd;China;Asia
45153314;Hyundai Steel Rus LLC;Russian Federation;Central and Eastern Europe
45155343;Convenience Concept B.V.;Netherlands;Western Europe
45157131;De Friesland Zorgverzekeraar N.V.;Netherlands;Western Europe
45157563;Polski Lek-Dystrybucja Sp. Z O.O.;Poland;Central and Eastern Europe
45157653;MI&S NV;Belgium;Western Europe
45158148;HOLMBERGS SAFETY SYSTEM SRL;Romania;Central and Eastern Europe
45158148;Te-Rox Prod SRL;Romania;Central and Eastern Europe
45158374;Comune di Villafranca Piemonte;Italy;Western Europe
45158419;Volvo Car AB;Sweden;Western Europe
45158577;Network Steel S.L.;Spain;Western Europe
45158626;Burkay Tekstil Grubu;Turkey;Central and Eastern Europe
45158631;Burkay Tekstil Sanayi Ve Ticaret A.S.;Turkey;Central and Eastern Europe
45158635;Burkay Ugur Kauçuk Kimya ve Petrol Ürünleri San. Tic. A.S.;Turkey;Central and Eastern Europe
45158728;OYF6248;Turkey;Central and Eastern Europe
45158786;Sunrise Communications Holdings S.A.;Luxembourg;Western Europe
45158793;LU5850689;Luxembourg;Western Europe
45158908;SCS Holdings I, Inc.;United States;North America
45158911;Sirius Computer Solutions, Inc.;United States;North America
45159231;Terra Maris 1 LLC;Marshall Islands;Australia
45159365;G4S Aviation Security NV;Belgium;Western Europe
45159366;Ney Investments B.V.;Netherlands;Western Europe
45159393;G4S Event Services SA;Belgium;Western Europe
45159473;NAVIERA SEAPEAK MARITIME GAS IV SL.;Spain;Western Europe
45159473;Naviera Teekay Gas IV, S.L.U.;Spain;Western Europe
45159473;Naviera Teekay Gas IV, S.L.;Spain;Western Europe
45159607;GOLD FIELDS OROGEN HOLDING (BVI) LIMITED;Isle of Man;Western Europe
45159637;NH Investment & Securities (H.K.) Limited;Hong Kong;Asia
45160108;Blue Transmission Walney 1 Limited;United Kingdom;Western Europe
45161242;Orka Puurs NV;Belgium;Western Europe
45161720;Budapest Arany Alapok Alapja;Hungary;Central and Eastern Europe
45161972;New Proimage Ltd;Israel;Asia
45162187;JPMorgan Chase Bank, N.A., New Zealand branch;New Zealand;Australia
45162412;Griffith Energy, LLC;United States;North America
45162444;Orient Securities Company Limited;China;Asia
45162578;Pulviver BVBA;Belgium;Western Europe
45162682;ZEBRA GRAPHICS SA;Belgium;Western Europe
45162753;Generali Amazonas Latin-Amerikai Részvény V/E Befektetési Alap;Hungary;Central and Eastern Europe
45162767;Generali Innovacio Reszveny Alap;Hungary;Central and Eastern Europe
45162769;Generali IC Azsiai Reszveny V/E Befektetesi Alapok Alapja;Hungary;Central and Eastern Europe
45162771;Generali Fonix Tavol-Keleti Reszveny V/E Befektetesi Alapok Alapja;Hungary;Central and Eastern Europe
45163880;Aurizon Holdings Ltd;Australia;Australia
45164665;A.J. Bellamy;Netherlands;Western Europe
45165079;M. Brom;Netherlands;Western Europe
45167180;CWT Anadolu Holding B.V.;Netherlands;Western Europe
45167342;Industrial and Commercial Bank of China (Europe) S.A.;Luxembourg;Western Europe
45167836;Mediafax Group SA;Romania;Central and Eastern Europe
45167840;OYF8661692;Turkey;Central and Eastern Europe
45170831;Aircompany Severstal LTD;Russian Federation;Central and Eastern Europe
45170856;UCB Pharma sp. z o.o.;Poland;Central and Eastern Europe
45170911;Vedim Sp. Z O.O.;Poland;Central and Eastern Europe
45171199;FLAGA GmbH;Austria;Western Europe
45171397;Greenfield S.r.l.;Italy;Western Europe
45171428;Blackstone Products Inc.;Azerbaijan;Asia
45171677;LU2514903;Luxembourg;Western Europe
45172260;Etex France Exteriors SAS;France;Western Europe
45172260;Etex France Exteriors;France;Western Europe
45172260;Eternit France SASU;France;Western Europe
45172733;Bureau Technique Verbrugghen - Technisch Bureau Verbrugghen VZW;Belgium;Western Europe
45172777;Fila Korea Ltd.;Korea, Republic of;Asia
45172940;GDF SUEZ Energy International Invest SARL;Luxembourg;Western Europe
45172978;LU3163773;Luxembourg;Western Europe
45173014;Scf1 Srl;Italy;Western Europe
45173061;State Bank of India, Paradip branch;India;Asia
45173084;LU2722437;Luxembourg;Western Europe
45175265;Modulyss NV;Belgium;Western Europe
45175969;Action Service & Distributie B.V.;Netherlands;Western Europe
45176108;LU5845412;Luxembourg;Western Europe
45177708;KneiterSonix B.V.;Netherlands;Western Europe
45178057;BIIF Bidco Ltd;United Kingdom;Western Europe
45178190;Stadt Rastatt Eigenbetrieb Stadtentwaesserung;Germany;Western Europe
45178384;GCP GROUP SARL;Luxembourg;Western Europe
45178505;Çil Teknik Grubu;Turkey;Central and Eastern Europe
45178655;Belgacom International Carrier Services (Portugal) SA;Portugal;Western Europe
45178919;Australia and New Zealand Bank (China) Co.,Ltd;China;Asia
45179394;Van Puijenbroek Florence;Belgium;Western Europe
45180105;The Amalgamated Sugar Company LLC;United States;North America
45180277;Patronale Life NV;Belgium;Western Europe
45180625;Tata Communications International Pte. Ltd.;Singapore;Asia
45181079;Compania De Asigurari-Reasigurari Exim Romania (Care-Romania) SA;Romania;Central and Eastern Europe
45181382;Genderka Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
45181421;Lw Capital Pool Inc;Canada;North America
45181806;POSS-SLPC s.r.o.;Slovakia;Central and Eastern Europe
45181883;Clearway West Holdings LLC;United States;North America
45181935;Navinfo Co Ltd;China;Asia
45182078;Gateway Casinos & Entertainment Limited;Canada;North America
45182163;LU4002784;Luxembourg;Western Europe
45182515;S-L-X SARL;Luxembourg;Western Europe
45182617;Alpis Product SRL;Romania;Central and Eastern Europe
45183076;Corendon Dutch Airlines B.V.;Netherlands;Western Europe
45183371;Shandong Chuanyang Group Co Ltd;China;Asia
45183396;Armada TGT Ltd;Malaysia;Asia
45183396;Armada TGT Ltd;Marshall Islands;Australia
45183558;Aypol Solvent ve Kimya San. ve Tic. A.S.;Turkey;Central and Eastern Europe
45184966;Mega International Commercial Bank Co Ltd, Tu Cheng Branch;Taiwan;Asia
45189343;SCF CAPITAL LTD;Russian Federation;Central and Eastern Europe
45189423;SGT Spólka Akcyjna;Poland;Central and Eastern Europe
45189451;ITW Contamination Control B.V.;Netherlands;Western Europe
45189528;De Viti Sabrina;Belgium;Western Europe
45189672;Wiggins Island Coal Export Terminal Pty Limited;Australia;Australia
45189762;PB Vessels Holding Limited;Hong Kong;Asia
45189804;Service De Santé Au Travail De L'industrie Sti Asbl;Luxembourg;Western Europe
45190164;Investimenti Immobiliari A.d. Srl;Italy;Western Europe
45190201;JinkoSolar Holding Co Ltd;China;Asia
45191027;AXPO International S.A.;Luxembourg;Western Europe
45191027;AXPO International SA.;Luxembourg;Western Europe
45191183;Comune Di Sumirago;Italy;Western Europe
45191191;Comune Di Gubbio;Italy;Western Europe
45191257;Comune Di Quarto D'Altino;Italy;Western Europe
45191769;Salmakis Turizm Yat.veTic.A.S;Turkey;Central and Eastern Europe
45191772;Baronie NV;Belgium;Western Europe
45191776;OYF8699767;Turkey;Central and Eastern Europe
45192002;Hyundai Capital America;United States;North America
45193104;Mettler-Toledo GmbH;Switzerland;Western Europe
45193827;Partners Network West Europe B.V.;Netherlands;Western Europe
45193883;Rotterdam Trading Office B.V.;Netherlands;Western Europe
45195072;M.L. de Kock;Netherlands;Western Europe
45196029;Entain Plc;Isle of Man;Western Europe
45196240;Reddyn B.V.;Netherlands;Western Europe
45196499;Oleopi Di Giovanni Pernechele;Italy;Western Europe
45196537;LU6800198;Luxembourg;Western Europe
45196577;OYF8693410;Turkey;Central and Eastern Europe
45199734;Sigma Broking Ltd;United Kingdom;Western Europe
45219789;FUJIFILM UK Ltd;Ireland;Western Europe
45220676;Eczacibasi Tüketim Ürünleri Sanayi ve Ticaret A.S.;Turkey;Central and Eastern Europe
45226098;LU1300648;Luxembourg;Western Europe
45226197;LU1592620;Luxembourg;Western Europe
45226320;LU5959679;Luxembourg;Western Europe
45226637;Residentie Vaerenhof BVBA;Belgium;Western Europe
45236654;REC Uluslararasi Insaat Yatirim Sanayi ve Ticaret A.S.;Turkey;Central and Eastern Europe
45236769;Zhaikmunai LLP;Kazakhstan;Asia
45236854;Innesto Group BVBA;Belgium;Western Europe
45237042;Cualtis Slu;Spain;Western Europe
45250785;Mengerler Ticaret Türk A.S;Turkey;Central and Eastern Europe
45251590;Levent Kagit Sanayi ve Ticaret A.S.;Turkey;Central and Eastern Europe
45252034;OYF1289879;Turkey;Central and Eastern Europe
45252501;OYF2879058;Turkey;Central and Eastern Europe
45254036;OYF1767579;Turkey;Central and Eastern Europe
45257247;OYF568691;Turkey;Central and Eastern Europe
45260853;OYF230661;Turkey;Central and Eastern Europe
45261525;OYF1421894;Turkey;Central and Eastern Europe
45262279;Bony Tekstil Isletmeleri San. ve Tic. A.S;Turkey;Central and Eastern Europe
45262666;Fondul Deschis de Investitii Erste Bond Flexible RON;Romania;Central and Eastern Europe
45263061;ADEZZ B.V.;Netherlands;Western Europe
45264097;LU3525400;Luxembourg;Western Europe
45264622;E & M Holding B.V.;Netherlands;Western Europe
45265188;LU4101661;Luxembourg;Western Europe
45265302;Onguard B.V.;Netherlands;Western Europe
45267520;Mais Motorlu Araclar Satis Ve Imal A.S.;Turkey;Central and Eastern Europe
45268306;OYF2735192;Turkey;Central and Eastern Europe
45268837;OYF2513168;Turkey;Central and Eastern Europe
45268954;OYF11258206;Turkey;Central and Eastern Europe
45269841;Enpay Endüstriyel Pazarlama ve Yatirim Anonim Sirketi;Turkey;Central and Eastern Europe
45270025;Close The Gap Circular BVBA;Belgium;Western Europe
45270825;OYF4146274;Turkey;Central and Eastern Europe
45276042;SCOR INVESTMENT PARTNERS SE;France;Western Europe
45280340;Syntek Bouchage SAS;France;Western Europe
45284522;Sarulla Operations Limited;Indonesia;Asia
45284540;LU2206158;Luxembourg;Western Europe
45284652;Farmgate B.V.;Netherlands;Western Europe
45284732;Comune di Quiliano;Italy;Western Europe
45284756;NXMH BV;Belgium;Western Europe
45284756;NXMH BVBA;Belgium;Western Europe
45287158;A.W.M. van der Tas;Netherlands;Western Europe
45289459;Immobel Poland sp. z o.o.;Poland;Central and Eastern Europe
45289707;OYF8692758;Turkey;Central and Eastern Europe
45289769;OYF8724863;Turkey;Central and Eastern Europe
45289848;Six Financial Information Belgium SA;Belgium;Western Europe
45290191;LU3858955;Luxembourg;Western Europe
45290278;Comune di Montesilvano;Italy;Western Europe
45290436;Egesim Enerji Elektro Mek.Elek Taah.San.Tic.Ltd.Sti;Turkey;Central and Eastern Europe
45290472;Ice Holding SPRL;Belgium;Western Europe
45290637;LU5381382;Luxembourg;Western Europe
45290669;Comune di Crema;Italy;Western Europe
45290673;Comune di Vignate;Italy;Western Europe
45290712;AXA Investment Managers Paris SA (Acting as fund manager);France;Western Europe
45290712;AXA Investment Managers Paris SA (Acting as Agent);France;Western Europe
45290949;Azienda Ospedaliera della Valtellina e della Valchiavenna;Italy;Western Europe
45291074;Prudentia Vastgoed 2 B.V.;Netherlands;Western Europe
45291098;stichd france SAS;France;Western Europe
45291108;Prudentia Vastgoed 1 B.V.;Netherlands;Western Europe
45291158;TVN Finance Corporation III AB;Sweden;Western Europe
45291159;Roelofstede Vastgoed C.V.;Netherlands;Western Europe
45291295;OSX 2 Leasing B.V.;Netherlands;Western Europe
45292339;BNC A-Lanes A15 Holding B.V.;Netherlands;Western Europe
45295198;B.L.S. Linschoten;Netherlands;Western Europe
45295608;OYF6058214;Turkey;Central and Eastern Europe
45295671;ROCKWOOL Operations GmbH & Co. KG;Germany;Western Europe
45296960;IMCD Finance B.V.;Netherlands;Western Europe
45298706;Sfd Spólka Akcyjna;Poland;Central and Eastern Europe
45298774;Ersen Tekstil San ve Tic Ltd Sti;Turkey;Central and Eastern Europe
45298816;OYF5372042;Turkey;Central and Eastern Europe
45298865;CHEMIUM INTERNATIONAL (SUISSE)SARL;Switzerland;Western Europe
45299354;LU3149239;Luxembourg;Western Europe
45299677;Tradea Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
45299869;Comune di Poggio Rusco;Italy;Western Europe
45299937;LU4006774;Luxembourg;Western Europe
45300039;Thrace Greiner Packaging SRL;Romania;Central and Eastern Europe
45300304;Vodacom Group Ltd;South Africa;Africa
45300356;Global Offshore Services B.V.;Netherlands;Western Europe
45300585;STICHDIBERIA S.L.;Spain;Western Europe
45300635;Ceské Radiokomunikace a.s. .;Czechia;Central and Eastern Europe
45300681;HOLD Columbus Globális Értékalapú Származtatott Befektetési Alap;Hungary;Central and Eastern Europe
45300684;HOLD PB3 Alapok Alapja;Hungary;Central and Eastern Europe
45300686;Stadt Leer;Germany;Western Europe
